,index,FIPS Code,State,Year,Month,Civilian Non-Institutional Population,Labor Force Total,Labor Force Percent of Population,Employment Total,Employment Percent of Population,Unemployment Total,Unemployment Rate,State Code
4201,22652,17,Illinois,2011,August,"9,956,696","6,577,947",66.1,"5,914,841",59.4,"663,106",10.1,IL
4202,22653,18,Indiana,2011,August,"5,006,739","3,197,873",63.9,"2,906,147",58,"291,726",9.1,IN
4203,22654,19,Iowa,2011,August,"2,377,594","1,667,469",70.1,"1,573,169",66.2,"94,300",5.7,IA
4204,22655,20,Kansas,2011,August,"2,163,057","1,497,076",69.2,"1,402,453",64.8,"94,623",6.3,KS
4205,22656,21,Kentucky,2011,August,"3,374,290","2,059,402",61,"1,865,360",55.3,"194,042",9.4,KY
4206,22657,22,Louisiana,2011,August,"3,482,300","2,076,019",59.6,"1,923,582",55.2,"152,437",7.3,LA
4207,22658,23,Maine,2011,August,"1,080,008","698,915",64.7,"645,058",59.7,"53,857",7.7,ME
4208,22659,24,Maryland,2011,August,"4,559,232","3,096,098",67.9,"2,868,279",62.9,"227,819",7.4,MD
4209,22660,25,Massachusetts,2011,August,"5,301,948","3,483,335",65.7,"3,233,573",61,"249,762",7.2,MA
4210,22661,26,Michigan,2011,August,"7,758,849","4,674,626",60.2,"4,202,912",54.2,"471,714",10.1,MI
4211,22662,27,Minnesota,2011,August,"4,154,458","2,956,624",71.2,"2,762,729",66.5,"193,895",6.6,MN
4212,22663,28,Mississippi,2011,August,"2,246,385","1,346,413",59.9,"1,213,238",54,"133,175",9.9,MS
4213,22664,29,Missouri,2011,August,"4,651,535","3,031,636",65.2,"2,771,395",59.6,"260,241",8.6,MO
4214,22665,30,Montana,2011,August,"785,191","501,247",63.8,"467,977",59.6,"33,270",6.6,MT
4215,22666,31,Nebraska,2011,August,"1,400,978","1,004,575",71.7,"960,475",68.6,"44,100",4.4,NE
4216,22667,32,Nevada,2011,August,"2,093,893","1,362,462",65.1,"1,180,132",56.4,"182,330",13.4,NV
4217,22668,33,New Hampshire,2011,August,"1,060,935","736,515",69.4,"695,779",65.6,"40,736",5.5,NH
4218,22669,34,New Jersey,2011,August,"6,920,775","4,565,687",66,"4,138,063",59.8,"427,624",9.4,NJ
4219,22670,35,New Mexico,2011,August,"1,585,203","925,288",58.4,"857,828",54.1,"67,460",7.3,NM
4220,22671,36,New York,2011,August,"15,488,350","9,524,566",61.5,"8,725,968",56.3,"798,598",8.4,NY
4221,22672,51000,New York city,2011,August,"6,634,819","3,976,594",59.9,"3,610,814",54.4,"365,780",9.2,
4222,22673,37,North Carolina,2011,August,"7,427,567","4,662,440",62.8,"4,179,593",56.3,"482,847",10.4,NC
4223,22674,38,North Dakota,2011,August,"534,216","388,085",72.6,"374,881",70.2,"13,204",3.4,ND
4224,22675,39,Ohio,2011,August,"9,000,165","5,767,102",64.1,"5,252,818",58.4,"514,284",8.9,OH
4225,22676,40,Oklahoma,2011,August,"2,870,614","1,767,198",61.6,"1,668,501",58.1,"98,697",5.6,OK
4226,22677,41,Oregon,2011,August,"3,071,373","1,995,328",65,"1,802,792",58.7,"192,536",9.6,OR
4227,22678,42,Pennsylvania,2011,August,"10,125,377","6,385,122",63.1,"5,881,816",58.1,"503,306",7.9,PA
4228,22679,44,Rhode Island,2011,August,"844,578","560,271",66.3,"498,401",59,"61,870",11,RI
4229,22680,45,South Carolina,2011,August,"3,615,724","2,188,150",60.5,"1,959,427",54.2,"228,723",10.5,SC
4230,22681,46,South Dakota,2011,August,"624,513","445,413",71.3,"425,492",68.1,"19,921",4.5,SD
4231,22682,47,Tennessee,2011,August,"4,978,538","3,116,910",62.6,"2,833,535",56.9,"283,375",9.1,TN
4232,22683,48,Texas,2011,August,"19,010,408","12,546,014",66,"11,519,770",60.6,"1,026,244",8.2,TX
4233,22684,49,Utah,2011,August,"1,995,505","1,340,068",67.2,"1,246,666",62.5,"93,402",7,UT
4234,22685,50,Vermont,2011,August,"510,779","356,927",69.9,"337,389",66.1,"19,538",5.5,VT
4235,22686,51,Virginia,2011,August,"6,252,917","4,211,579",67.4,"3,932,076",62.9,"279,503",6.6,VA
4236,22687,53,Washington,2011,August,"5,319,387","3,434,295",64.6,"3,143,050",59.1,"291,245",8.5,WA
4237,22688,54,West Virginia,2011,August,"1,487,001","806,051",54.2,"743,580",50,"62,471",7.8,WV
4238,22689,55,Wisconsin,2011,August,"4,460,535","3,072,085",68.9,"2,838,003",63.6,"234,082",7.6,WI
4239,22690,56,Wyoming,2011,August,"437,302","302,814",69.2,"284,545",65.1,"18,269",6,WY
4240,22691,1,Alabama,2011,September,"3,729,221","2,197,051",58.9,"1,990,625",53.4,"206,426",9.4,AL
4241,22692,2,Alaska,2011,September,"530,484","365,643",68.9,"337,487",63.6,"28,156",7.7,AK
4242,22693,4,Arizona,2011,September,"4,942,294","3,047,212",61.7,"2,763,942",55.9,"283,270",9.3,AZ
4243,22694,5,Arkansas,2011,September,"2,258,033","1,361,072",60.3,"1,253,820",55.5,"107,252",7.9,AR
4244,22695,6,California,2011,September,"29,024,770","18,453,635",63.6,"16,277,760",56.1,"2,175,875",11.8,CA
4245,22696,37,Los Angeles County,2011,September,"7,746,906","4,943,073",63.8,"4,338,342",56,"604,731",12.2,
4246,22697,8,Colorado,2011,September,"3,939,619","2,741,753",69.6,"2,505,623",63.6,"236,130",8.6,CO
4247,22698,9,Connecticut,2011,September,"2,833,192","1,915,535",67.6,"1,746,278",61.6,"169,257",8.8,CT
4248,22699,10,Delaware,2011,September,"713,095","444,928",62.4,"411,634",57.7,"33,294",7.5,DE
4249,22700,11,District of Columbia,2011,September,"519,362","353,073",68,"316,859",61,"36,214",10.3,
4250,22701,12,Florida,2011,September,"15,255,186","9,265,057",60.7,"8,363,923",54.8,"901,134",9.7,FL
4251,22702,13,Georgia,2011,September,"7,398,785","4,758,203",64.3,"4,279,885",57.8,"478,318",10.1,GA
4252,22703,15,Hawaii,2011,September,"1,058,144","660,501",62.4,"614,430",58.1,"46,071",7,HI
4253,22704,16,Idaho,2011,September,"1,181,963","765,783",64.8,"704,282",59.6,"61,501",8,ID
4254,22705,17,Illinois,2011,September,"9,961,151","6,585,180",66.1,"5,924,042",59.5,"661,138",10,IL
4255,22706,18,Indiana,2011,September,"5,009,696","3,201,966",63.9,"2,910,302",58.1,"291,664",9.1,IN
4256,22707,19,Iowa,2011,September,"2,379,045","1,667,811",70.1,"1,574,205",66.2,"93,606",5.6,IA
4257,22708,20,Kansas,2011,September,"2,164,394","1,498,090",69.2,"1,403,990",64.9,"94,100",6.3,KS
4258,22709,21,Kentucky,2011,September,"3,375,991","2,059,397",61,"1,867,511",55.3,"191,886",9.3,KY
4259,22710,22,Louisiana,2011,September,"3,484,631","2,079,673",59.7,"1,927,408",55.3,"152,265",7.3,LA
4260,22711,23,Maine,2011,September,"1,080,363","699,670",64.8,"646,382",59.8,"53,288",7.6,ME
4261,22712,24,Maryland,2011,September,"4,563,796","3,099,892",67.9,"2,873,749",63,"226,143",7.3,MD
4262,22713,25,Massachusetts,2011,September,"5,307,262","3,488,645",65.7,"3,241,226",61.1,"247,419",7.1,MA
4263,22714,26,Michigan,2011,September,"7,762,898","4,680,596",60.3,"4,215,213",54.3,"465,383",9.9,MI
4264,22715,27,Minnesota,2011,September,"4,157,759","2,956,803",71.1,"2,767,696",66.6,"189,107",6.4,MN
4265,22716,28,Mississippi,2011,September,"2,247,302","1,346,047",59.9,"1,214,189",54,"131,858",9.8,MS
4266,22717,29,Missouri,2011,September,"4,653,762","3,031,257",65.1,"2,775,879",59.6,"255,378",8.4,MO
4267,22718,30,Montana,2011,September,"785,840","502,388",63.9,"469,513",59.7,"32,875",6.5,MT
4268,22719,31,Nebraska,2011,September,"1,402,092","1,006,289",71.8,"962,554",68.7,"43,735",4.3,NE
4269,22720,32,Nevada,2011,September,"2,096,935","1,364,043",65,"1,183,282",56.4,"180,761",13.3,NV
4270,22721,33,New Hampshire,2011,September,"1,061,794","737,544",69.5,"697,156",65.7,"40,388",5.5,NH
4271,22722,34,New Jersey,2011,September,"6,924,262","4,570,767",66,"4,143,983",59.8,"426,784",9.3,NJ
4272,22723,35,New Mexico,2011,September,"1,586,218","926,262",58.4,"858,392",54.1,"67,870",7.3,NM
4273,22724,36,New York,2011,September,"15,497,710","9,536,393",61.5,"8,732,476",56.3,"803,917",8.4,NY
4274,22725,51000,New York city,2011,September,"6,640,421","3,983,763",60,"3,614,116",54.4,"369,647",9.3,
4275,22726,37,North Carolina,2011,September,"7,435,507","4,668,641",62.8,"4,186,860",56.3,"481,781",10.3,NC
4276,22727,38,North Dakota,2011,September,"535,206","389,260",72.7,"376,216",70.3,"13,044",3.4,ND
4277,22728,39,Ohio,2011,September,"9,003,266","5,760,793",64,"5,256,975",58.4,"503,818",8.7,OH
4278,22729,40,Oklahoma,2011,September,"2,873,141","1,772,359",61.7,"1,673,387",58.2,"98,972",5.6,OK
4279,22730,41,Oregon,2011,September,"3,074,353","1,995,988",64.9,"1,805,189",58.7,"190,799",9.6,OR
4280,22731,42,Pennsylvania,2011,September,"10,129,765","6,395,422",63.1,"5,892,027",58.2,"503,395",7.9,PA
4281,22732,44,Rhode Island,2011,September,"844,999","560,162",66.3,"498,282",59,"61,880",11,RI
4282,22733,45,South Carolina,2011,September,"3,619,601","2,189,084",60.5,"1,964,431",54.3,"224,653",10.3,SC
4283,22734,46,South Dakota,2011,September,"625,300","446,041",71.3,"426,311",68.2,"19,730",4.4,SD
4284,22735,47,Tennessee,2011,September,"4,983,075","3,114,511",62.5,"2,835,806",56.9,"278,705",8.9,TN
4285,22736,48,Texas,2011,September,"19,042,812","12,559,256",66,"11,556,548",60.7,"1,002,708",8,TX
4286,22737,49,Utah,2011,September,"1,998,526","1,338,091",67,"1,250,211",62.6,"87,880",6.6,UT
4287,22738,50,Vermont,2011,September,"510,881","356,866",69.9,"337,751",66.1,"19,115",5.4,VT
4288,22739,51,Virginia,2011,September,"6,259,719","4,219,107",67.4,"3,940,336",62.9,"278,771",6.6,VA
4289,22740,53,Washington,2011,September,"5,325,852","3,434,445",64.5,"3,146,622",59.1,"287,823",8.4,WA
4290,22741,54,West Virginia,2011,September,"1,487,296","807,653",54.3,"745,687",50.1,"61,966",7.7,WV
4291,22742,55,Wisconsin,2011,September,"4,462,951","3,074,803",68.9,"2,842,921",63.7,"231,882",7.5,WI
4292,22743,56,Wyoming,2011,September,"438,037","303,525",69.3,"285,193",65.1,"18,332",6,WY
4293,22744,1,Alabama,2011,October,"3,731,395","2,194,108",58.8,"1,992,980",53.4,"201,128",9.2,AL
4294,22745,2,Alaska,2011,October,"531,239","365,963",68.9,"337,901",63.6,"28,062",7.7,AK
4295,22746,4,Arizona,2011,October,"4,949,772","3,047,502",61.6,"2,769,137",55.9,"278,365",9.1,AZ
4296,22747,5,Arkansas,2011,October,"2,259,197","1,363,485",60.4,"1,257,461",55.7,"106,024",7.8,AR
4297,22748,6,California,2011,October,"29,057,308","18,470,587",63.6,"16,320,810",56.2,"2,149,777",11.6,CA
4298,22749,37,Los Angeles County,2011,October,"7,753,410","4,942,265",63.7,"4,344,240",56,"598,025",12.1,
4299,22750,8,Colorado,2011,October,"3,945,966","2,747,237",69.6,"2,511,976",63.7,"235,261",8.6,CO
4300,22751,9,Connecticut,2011,October,"2,834,869","1,917,084",67.6,"1,750,252",61.7,"166,832",8.7,CT
4301,22752,10,Delaware,2011,October,"713,826","445,636",62.4,"412,856",57.8,"32,780",7.4,DE
4302,22753,11,District of Columbia,2011,October,"520,366","353,701",68,"317,989",61.1,"35,712",10.1,
4303,22754,12,Florida,2011,October,"15,276,781","9,276,833",60.7,"8,387,525",54.9,"889,308",9.6,FL
4304,22755,13,Georgia,2011,October,"7,408,384","4,764,049",64.3,"4,291,750",57.9,"472,299",9.9,GA
4305,22756,15,Hawaii,2011,October,"1,059,477","659,648",62.3,"614,041",58,"45,607",6.9,HI
4306,22757,16,Idaho,2011,October,"1,183,280","767,335",64.8,"706,484",59.7,"60,851",7.9,ID
4307,22758,17,Illinois,2011,October,"9,965,604","6,589,604",66.1,"5,936,827",59.6,"652,777",9.9,IL
4308,22759,18,Indiana,2011,October,"5,012,382","3,204,480",63.9,"2,915,887",58.2,"288,593",9,IN
4309,22760,19,Iowa,2011,October,"2,380,345","1,668,085",70.1,"1,575,631",66.2,"92,454",5.5,IA
4310,22761,20,Kansas,2011,October,"2,165,921","1,498,563",69.2,"1,405,412",64.9,"93,151",6.2,KS
4311,22762,21,Kentucky,2011,October,"3,377,830","2,058,960",61,"1,870,409",55.4,"188,551",9.2,KY
4312,22763,22,Louisiana,2011,October,"3,486,935","2,083,093",59.7,"1,931,181",55.4,"151,912",7.3,LA
4313,22764,23,Maine,2011,October,"1,080,688","700,205",64.8,"647,591",59.9,"52,614",7.5,ME
4314,22765,24,Maryland,2011,October,"4,568,504","3,103,611",67.9,"2,879,948",63,"223,663",7.2,MD
4315,22766,25,Massachusetts,2011,October,"5,312,353","3,493,484",65.8,"3,248,942",61.2,"244,542",7,MA
4316,22767,26,Michigan,2011,October,"7,766,568","4,684,885",60.3,"4,227,863",54.4,"457,022",9.8,MI
4317,22768,27,Minnesota,2011,October,"4,160,868","2,955,882",71,"2,772,119",66.6,"183,763",6.2,MN
4318,22769,28,Mississippi,2011,October,"2,248,307","1,345,330",59.8,"1,215,492",54.1,"129,838",9.7,MS
4319,22770,29,Missouri,2011,October,"4,656,052","3,029,495",65.1,"2,780,269",59.7,"249,226",8.2,MO
4320,22771,30,Montana,2011,October,"786,491","503,378",64,"471,088",59.9,"32,290",6.4,MT
4321,22772,31,Nebraska,2011,October,"1,403,237","1,007,812",71.8,"964,612",68.7,"43,200",4.3,NE
4322,22773,32,Nevada,2011,October,"2,099,973","1,364,991",65,"1,186,737",56.5,"178,254",13.1,NV
4323,22774,33,New Hampshire,2011,October,"1,062,650","738,453",69.5,"698,579",65.7,"39,874",5.4,NH
4324,22775,34,New Jersey,2011,October,"6,927,435","4,574,465",66,"4,148,948",59.9,"425,517",9.3,NJ
4325,22776,35,New Mexico,2011,October,"1,587,275","927,035",58.4,"859,120",54.1,"67,915",7.3,NM
4326,22777,36,New York,2011,October,"15,506,251","9,548,032",61.6,"8,739,046",56.4,"808,986",8.5,NY
4327,22778,51000,New York city,2011,October,"6,645,971","3,990,025",60,"3,616,646",54.4,"373,379",9.4,
4328,22779,37,North Carolina,2011,October,"7,444,568","4,674,451",62.8,"4,196,794",56.4,"477,657",10.2,NC
4329,22780,38,North Dakota,2011,October,"536,281","390,370",72.8,"377,584",70.4,"12,786",3.3,ND
4330,22781,39,Ohio,2011,October,"9,005,983","5,753,316",63.9,"5,263,328",58.4,"489,988",8.5,OH
4331,22782,40,Oklahoma,2011,October,"2,875,894","1,777,478",61.8,"1,678,931",58.4,"98,547",5.5,OK
4332,22783,41,Oregon,2011,October,"3,077,143","1,996,000",64.9,"1,807,834",58.8,"188,166",9.4,OR
4333,22784,42,Pennsylvania,2011,October,"10,133,621","6,403,565",63.2,"5,903,108",58.3,"500,457",7.8,PA
4334,22785,44,Rhode Island,2011,October,"845,411","560,083",66.2,"498,375",59,"61,708",11,RI
4335,22786,45,South Carolina,2011,October,"3,624,094","2,189,390",60.4,"1,969,230",54.3,"220,160",10.1,SC
4336,22787,46,South Dakota,2011,October,"626,067","446,633",71.3,"427,114",68.2,"19,519",4.4,SD
4337,22788,47,Tennessee,2011,October,"4,987,636","3,111,419",62.4,"2,838,553",56.9,"272,866",8.8,TN
4338,22789,48,Texas,2011,October,"19,075,801","12,570,673",65.9,"11,594,803",60.8,"975,870",7.8,TX
4339,22790,49,Utah,2011,October,"2,001,502","1,336,631",66.8,"1,254,196",62.7,"82,435",6.2,UT
4340,22791,50,Vermont,2011,October,"510,996","356,776",69.8,"338,090",66.2,"18,686",5.2,VT
4341,22792,51,Virginia,2011,October,"6,268,025","4,224,836",67.4,"3,948,490",63,"276,346",6.5,VA
4342,22793,53,Washington,2011,October,"5,332,729","3,436,373",64.4,"3,152,344",59.1,"284,029",8.3,WA
4343,22794,54,West Virginia,2011,October,"1,487,533","808,794",54.4,"747,742",50.3,"61,052",7.5,WV
4344,22795,55,Wisconsin,2011,October,"4,465,132","3,076,325",68.9,"2,847,838",63.8,"228,487",7.4,WI
4345,22796,56,Wyoming,2011,October,"438,779","304,140",69.3,"285,821",65.1,"18,319",6,WY
4346,22797,1,Alabama,2011,November,"3,733,018","2,190,069",58.7,"1,994,495",53.4,"195,574",8.9,AL
4347,22798,2,Alaska,2011,November,"531,683","365,959",68.8,"338,096",63.6,"27,863",7.6,AK
4348,22799,4,Arizona,2011,November,"4,956,614","3,047,623",61.5,"2,774,329",56,"273,294",9,AZ
4349,22800,5,Arkansas,2011,November,"2,260,105","1,364,537",60.4,"1,260,075",55.8,"104,462",7.7,AR
4350,22801,6,California,2011,November,"29,086,234","18,475,806",63.5,"16,356,584",56.2,"2,119,222",11.5,CA
4351,22802,37,Los Angeles County,2011,November,"7,759,668","4,937,350",63.6,"4,347,615",56,"589,735",11.9,
4352,22803,8,Colorado,2011,November,"3,951,498","2,750,166",69.6,"2,516,276",63.7,"233,890",8.5,CO
4353,22804,9,Connecticut,2011,November,"2,836,156","1,917,061",67.6,"1,752,728",61.8,"164,333",8.6,CT
4354,22805,10,Delaware,2011,November,"714,415","446,063",62.4,"413,853",57.9,"32,210",7.2,DE
4355,22806,11,District of Columbia,2011,November,"521,239","354,283",68,"319,110",61.2,"35,173",9.9,
4356,22807,12,Florida,2011,November,"15,295,953","9,285,382",60.7,"8,409,108",55,"876,274",9.4,FL
4357,22808,13,Georgia,2011,November,"7,416,536","4,767,256",64.3,"4,301,696",58,"465,560",9.8,GA
4358,22809,15,Hawaii,2011,November,"1,060,261","658,261",62.1,"613,338",57.8,"44,923",6.8,HI
4359,22810,16,Idaho,2011,November,"1,184,380","768,639",64.9,"708,451",59.8,"60,188",7.8,ID
4360,22811,17,Illinois,2011,November,"9,968,779","6,590,025",66.1,"5,950,626",59.7,"639,399",9.7,IL
4361,22812,18,Indiana,2011,November,"5,014,631","3,204,528",63.9,"2,921,443",58.3,"283,085",8.8,IN
4362,22813,19,Iowa,2011,November,"2,381,354","1,667,807",70,"1,576,906",66.2,"90,901",5.5,IA
4363,22814,20,Kansas,2011,November,"2,166,958","1,498,063",69.1,"1,406,203",64.9,"91,860",6.1,KS
4364,22815,21,Kentucky,2011,November,"3,379,079","2,057,306",60.9,"1,873,049",55.4,"184,257",9,KY
4365,22816,22,Louisiana,2011,November,"3,488,699","2,085,470",59.8,"1,934,241",55.4,"151,229",7.3,LA
4366,22817,23,Maine,2011,November,"1,080,869","700,345",64.8,"648,450",60,"51,895",7.4,ME
4367,22818,24,Maryland,2011,November,"4,572,406","3,106,452",67.9,"2,885,725",63.1,"220,727",7.1,MD
4368,22819,25,Massachusetts,2011,November,"5,316,976","3,496,743",65.8,"3,255,358",61.2,"241,385",6.9,MA
4369,22820,26,Michigan,2011,November,"7,769,497","4,686,341",60.3,"4,238,754",54.6,"447,587",9.6,MI
4370,22821,27,Minnesota,2011,November,"4,163,536","2,953,876",70.9,"2,775,177",66.7,"178,699",6,MN
4371,22822,28,Mississippi,2011,November,"2,248,891","1,343,817",59.8,"1,216,515",54.1,"127,302",9.5,MS
4372,22823,29,Missouri,2011,November,"4,657,686","3,025,832",65,"2,783,434",59.8,"242,398",8,MO
4373,22824,30,Montana,2011,November,"787,015","503,969",64,"472,384",60,"31,585",6.3,MT
4374,22825,31,Nebraska,2011,November,"1,404,152","1,008,729",71.8,"966,232",68.8,"42,497",4.2,NE
4375,22826,32,Nevada,2011,November,"2,102,736","1,365,040",64.9,"1,190,017",56.6,"175,023",12.8,NV
4376,22827,33,New Hampshire,2011,November,"1,063,369","738,938",69.5,"699,618",65.8,"39,320",5.3,NH
4377,22828,34,New Jersey,2011,November,"6,929,920","4,575,923",66,"4,151,567",59.9,"424,356",9.3,NJ
4378,22829,35,New Mexico,2011,November,"1,588,050","927,454",58.4,"859,863",54.1,"67,591",7.3,NM
4379,22830,36,New York,2011,November,"15,513,323","9,556,997",61.6,"8,743,315",56.4,"813,682",8.5,NY
4380,22831,51000,New York city,2011,November,"6,651,257","3,994,408",60.1,"3,617,683",54.4,"376,725",9.4,
4381,22832,37,North Carolina,2011,November,"7,451,477","4,679,145",62.8,"4,208,165",56.5,"470,980",10.1,NC
4382,22833,38,North Dakota,2011,November,"537,207","391,260",72.8,"378,801",70.5,"12,459",3.2,ND
4383,22834,39,Ohio,2011,November,"9,007,712","5,745,836",63.8,"5,270,678",58.5,"475,158",8.3,OH
4384,22835,40,Oklahoma,2011,November,"2,877,986","1,781,679",61.9,"1,684,282",58.5,"97,397",5.5,OK
4385,22836,41,Oregon,2011,November,"3,079,645","1,994,860",64.8,"1,809,617",58.8,"185,243",9.3,OR
4386,22837,42,Pennsylvania,2011,November,"10,136,404","6,408,612",63.2,"5,913,540",58.3,"495,072",7.7,PA
4387,22838,44,Rhode Island,2011,November,"845,742","559,786",66.2,"498,474",58.9,"61,312",11,RI
4388,22839,45,South Carolina,2011,November,"3,627,646","2,188,894",60.3,"1,973,095",54.4,"215,799",9.9,SC
4389,22840,46,South Dakota,2011,November,"626,751","446,983",71.3,"427,729",68.2,"19,254",4.3,SD
4390,22841,47,Tennessee,2011,November,"4,991,472","3,107,219",62.3,"2,840,913",56.9,"266,306",8.6,TN
4391,22842,48,Texas,2011,November,"19,105,904","12,576,962",65.8,"11,630,243",60.9,"946,719",7.5,TX
4392,22843,49,Utah,2011,November,"2,004,296","1,335,333",66.6,"1,258,132",62.8,"77,201",5.8,UT
4393,22844,50,Vermont,2011,November,"511,024","356,508",69.8,"338,251",66.2,"18,257",5.1,VT
4394,22845,51,Virginia,2011,November,"6,274,099","4,227,390",67.4,"3,954,876",63,"272,514",6.4,VA
4395,22846,53,Washington,2011,November,"5,338,490","3,440,275",64.4,"3,159,925",59.2,"280,350",8.1,WA
4396,22847,54,West Virginia,2011,November,"1,487,590","809,104",54.4,"749,353",50.4,"59,751",7.4,WV
4397,22848,55,Wisconsin,2011,November,"4,466,891","3,075,869",68.9,"2,851,587",63.8,"224,282",7.3,WI
4398,22849,56,Wyoming,2011,November,"439,418","304,504",69.3,"286,325",65.2,"18,179",6,WY
4399,22850,1,Alabama,2011,December,"3,734,683","2,185,010",58.5,"1,994,618",53.4,"190,392",8.7,AL
4400,22851,2,Alaska,2011,December,"532,076","365,671",68.7,"338,095",63.5,"27,576",7.5,AK
4401,22852,4,Arizona,2011,December,"4,963,381","3,047,727",61.4,"2,778,825",56,"268,902",8.8,AZ
4402,22853,5,Arkansas,2011,December,"2,261,056","1,364,056",60.3,"1,261,291",55.8,"102,765",7.5,AR
4403,22854,6,California,2011,December,"29,114,664","18,469,241",63.4,"16,381,644",56.3,"2,087,597",11.3,CA
4404,22855,37,Los Angeles County,2011,December,"7,766,220","4,928,280",63.5,"4,347,561",56,"580,719",11.8,
4405,22856,8,Colorado,2011,December,"3,956,931","2,749,769",69.5,"2,517,876",63.6,"231,893",8.4,CO
4406,22857,9,Connecticut,2011,December,"2,837,493","1,915,340",67.5,"1,753,314",61.8,"162,026",8.5,CT
4407,22858,10,Delaware,2011,December,"715,053","446,201",62.4,"414,510",58,"31,691",7.1,DE
4408,22859,11,District of Columbia,2011,December,"522,157","354,889",68,"320,236",61.3,"34,653",9.8,
4409,22860,12,Florida,2011,December,"15,315,092","9,289,835",60.7,"8,426,736",55,"863,099",9.3,FL
4410,22861,13,Georgia,2011,December,"7,424,650","4,767,599",64.2,"4,308,707",58,"458,892",9.6,GA
4411,22862,15,Hawaii,2011,December,"1,060,869","656,523",61.9,"612,414",57.7,"44,109",6.7,HI
4412,22863,16,Idaho,2011,December,"1,185,520","769,548",64.9,"709,965",59.9,"59,583",7.7,ID
4413,22864,17,Illinois,2011,December,"9,972,047","6,586,549",66.1,"5,962,923",59.8,"623,626",9.5,IL
4414,22865,18,Indiana,2011,December,"5,016,897","3,201,486",63.8,"2,925,295",58.3,"276,191",8.6,IN
4415,22866,19,Iowa,2011,December,"2,382,411","1,666,736",70,"1,577,591",66.2,"89,145",5.3,IA
4416,22867,20,Kansas,2011,December,"2,167,913","1,496,515",69,"1,406,144",64.9,"90,371",6,KS
4417,22868,21,Kentucky,2011,December,"3,380,258","2,054,336",60.8,"1,874,902",55.5,"179,434",8.7,KY
4418,22869,22,Louisiana,2011,December,"3,490,514","2,086,631",59.8,"1,936,543",55.5,"150,088",7.2,LA
4419,22870,23,Maine,2011,December,"1,081,085","700,108",64.8,"648,912",60,"51,196",7.3,ME
4420,22871,24,Maryland,2011,December,"4,576,360","3,107,880",67.9,"2,890,142",63.2,"217,738",7,MD
4421,22872,25,Massachusetts,2011,December,"5,321,573","3,497,899",65.7,"3,259,580",61.3,"238,319",6.8,MA
4422,22873,26,Michigan,2011,December,"7,772,459","4,684,886",60.3,"4,246,482",54.6,"438,404",9.4,MI
4423,22874,27,Minnesota,2011,December,"4,166,245","2,950,830",70.8,"2,776,403",66.6,"174,427",5.9,MN
4424,22875,28,Mississippi,2011,December,"2,249,476","1,341,351",59.6,"1,216,791",54.1,"124,560",9.3,MS
4425,22876,29,Missouri,2011,December,"4,659,337","3,020,372",64.8,"2,784,865",59.8,"235,507",7.8,MO
4426,22877,30,Montana,2011,December,"787,517","504,138",64,"473,258",60.1,"30,880",6.1,MT
4427,22878,31,Nebraska,2011,December,"1,405,024","1,008,982",71.8,"967,276",68.8,"41,706",4.1,NE
4428,22879,32,Nevada,2011,December,"2,105,492","1,364,376",64.8,"1,192,847",56.7,"171,529",12.6,NV
4429,22880,33,New Hampshire,2011,December,"1,064,110","738,885",69.4,"700,072",65.8,"38,813",5.3,NH
4430,22881,34,New Jersey,2011,December,"6,932,436","4,575,109",66,"4,151,422",59.9,"423,687",9.3,NJ
4431,22882,35,New Mexico,2011,December,"1,588,762","927,394",58.4,"860,484",54.2,"66,910",7.2,NM
4432,22883,36,New York,2011,December,"15,520,422","9,561,987",61.6,"8,744,223",56.3,"817,764",8.6,NY
4433,22884,51000,New York city,2011,December,"6,656,852","3,996,640",60,"3,617,463",54.3,"379,177",9.5,
4434,22885,37,North Carolina,2011,December,"7,458,108","4,682,632",62.8,"4,219,676",56.6,"462,956",9.9,NC
4435,22886,38,North Dakota,2011,December,"538,101","391,899",72.8,"379,791",70.6,"12,108",3.1,ND
4436,22887,39,Ohio,2011,December,"9,009,541","5,739,218",63.7,"5,277,947",58.6,"461,271",8,OH
4437,22888,40,Oklahoma,2011,December,"2,880,077","1,784,491",62,"1,688,775",58.6,"95,716",5.4,OK
4438,22889,41,Oregon,2011,December,"3,082,145","1,992,429",64.6,"1,809,926",58.7,"182,503",9.2,OR
4439,22890,42,Pennsylvania,2011,December,"10,139,206","6,411,019",63.2,"5,922,406",58.4,"488,613",7.6,PA
4440,22891,44,Rhode Island,2011,December,"846,056","559,195",66.1,"498,490",58.9,"60,705",10.9,RI
4441,22892,45,South Carolina,2011,December,"3,631,211","2,187,724",60.2,"1,975,735",54.4,"211,989",9.7,SC
4442,22893,46,South Dakota,2011,December,"627,398","447,025",71.3,"428,081",68.2,"18,944",4.2,SD
4443,22894,47,Tennessee,2011,December,"4,995,309","3,101,996",62.1,"2,842,262",56.9,"259,734",8.4,TN
4444,22895,48,Texas,2011,December,"19,135,673","12,576,704",65.7,"11,659,891",60.9,"916,813",7.3,TX
4445,22896,49,Utah,2011,December,"2,007,032","1,333,971",66.5,"1,261,754",62.9,"72,217",5.4,UT
4446,22897,50,Vermont,2011,December,"511,064","356,006",69.7,"338,170",66.2,"17,836",5,VT
4447,22898,51,Virginia,2011,December,"6,280,095","4,226,121",67.3,"3,958,263",63,"267,858",6.3,VA
